"count","p"
2000,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/offerWebpage"
717,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/rating1"
54,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/country"
100,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyNumeric2"
2000,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/product"
2000,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/deliveryDays"
2000,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/price"
53,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyNumeric5"
16,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyNumeric6"
100,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyNumeric3"
4174,"http://purl.org/dc/elements/1.1/publisher"
1124,"http://www.w3.org/2000/01/rdf-schema#label"
701,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/rating4"
20,"http://www.w3.org/2000/01/rdf-schema#subClassOf"
44,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyNumeric4"
4174,"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"
1000,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/reviewFor"
100,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyTextual1"
1000,"http://purl.org/dc/elements/1.1/title"
1000,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/reviewDate"
713,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/rating2"
50,"http://xmlns.com/foaf/0.1/name"
1000,"http://purl.org/stuff/rev#text"
4174,"http://purl.org/dc/elements/1.1/date"
2000,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/validFrom"
691,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/rating3"
4,"http://xmlns.com/foaf/0.1/homepage"
50,"http://xmlns.com/foaf/0.1/mbox_sha1sum"
100,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyTextual2"
2000,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/vendor"
49,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyTextual4"
53,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyTextual5"
17,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyTextual6"
1124,"http://www.w3.org/2000/01/rdf-schema#comment"
100,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyTextual3"
100,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productFeature"
1000,"http://purl.org/stuff/rev#reviewer"
100,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyNumeric1"
100,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/producer"
2000,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/validTo"

