"count","p"
14232,"http://dbpedia.org/property/debutyear"
3658,"http://dbpedia.org/property/history"
4,"http://dbpedia.org/property/maxThermalFlux"
715,"http://dbpedia.org/property/unitaryWales"
91,"http://dbpedia.org/property/minister2Pfo"
71,"http://dbpedia.org/property/patterns"
5,"http://dbpedia.org/property/changes"
1,"http://dbpedia.org/property/careerMilestone"
2,"http://dbpedia.org/property/annualTurnover"
2,"http://dbpedia.org/property/chiefCustodian"
18,"http://dbpedia.org/property/gamehighs"
1,"http://dbpedia.org/property/tye"
10924,"http://dbpedia.org/ontology/configuration"
1,"http://dbpedia.org/property/statusFunctional"
1,"http://dbpedia.org/property/mayRainfallMm"
2,"http://dbpedia.org/property/companionSeries"
471,"http://dbpedia.org/property/idnumber"
5,"http://dbpedia.org/property/musicGenre"
1,"http://dbpedia.org/property/wpitcherRecord"
2,"http://dbpedia.org/property/usnwrEc"
16,"http://dbpedia.org/property/wcchampions"
392,"http://dbpedia.org/ontology/targetAirport"
3,"http://dbpedia.org/property/agency6Down"
1,"http://dbpedia.org/property/fy2009EstimatedRevenue"
1,"http://dbpedia.org/property/dissenting"
1425,"http://dbpedia.org/property/nextNo"
1,"http://dbpedia.org/property/special_percent_C6_percent_91x"
1,"http://dbpedia.org/property/isi"
88,"http://dbpedia.org/property/deceleration"
1,"http://dbpedia.org/property/ifuAffiliation"
30,"http://dbpedia.org/property/apgP"
3,"http://dbpedia.org/property/mediaTypePrint"
1,"http://dbpedia.org/property/othrtitle"
15,"http://dbpedia.org/property/leapedinto"
7,"http://dbpedia.org/property/wsopMainEventCashes"
1,"http://dbpedia.org/property/lastAppeared"
1,"http://dbpedia.org/property/imageExample"
68,"http://dbpedia.org/property/foundedOn"
7,"http://dbpedia.org/property/conditions"
5,"http://dbpedia.org/property/motorbauart"
354,"http://dbpedia.org/property/ceased"
82,"http://dbpedia.org/property/rd1Score06Agg"
232,"http://dbpedia.org/property/typing"
21,"http://dbpedia.org/property/stat2league"
1,"http://dbpedia.org/property/daughterinlaw"
586,"http://dbpedia.org/property/janRecLo_percent_C2_percent_B0c"
1,"http://dbpedia.org/property/_percent_28est._percent_29AreaMagnitude"
15,"http://dbpedia.org/property/future"
1,"http://dbpedia.org/property/mentored"
1,"http://dbpedia.org/property/sportPratiqu_percent_C3_percent_A9"
5,"http://dbpedia.org/property/mostRecentPremiership"
1,"http://dbpedia.org/property/standby"
23,"http://dbpedia.org/property/semicha"
5,"http://dbpedia.org/property/provinceLocatorSize"
1,"http://dbpedia.org/property/importStatus"
457,"http://dbpedia.org/ontology/Planet/temperature"
4,"http://dbpedia.org/property/www"
103,"http://dbpedia.org/property/staffing"
85,"http://dbpedia.org/property/olympicFirst"
1,"http://dbpedia.org/property/*Pov"
16,"http://dbpedia.org/property/fossil"
1,"http://dbpedia.org/property/livesNow"
1,"http://dbpedia.org/property/televisionShows"
1,"http://dbpedia.org/property/heihgt"
4,"http://dbpedia.org/property/spacestation"
1,"http://dbpedia.org/property/telescope22Type"
1,"http://dbpedia.org/property/bsbFastestLaps"
1,"http://dbpedia.org/property/inaretQuantity"
1,"http://dbpedia.org/property/dataPib"
73,"http://dbpedia.org/property/natvar"
221714,"http://dbpedia.org/property/genre"
29,"http://dbpedia.org/property/yeardend"
20561,"http://dbpedia.org/property/latDegrees"
1,"http://dbpedia.org/property/_2005pop_percent_28est_percent_29"
1,"http://dbpedia.org/property/_percent_3Bohsv"
7,"http://dbpedia.org/property/nickn"
2,"http://dbpedia.org/property/spillwayCapacity"
4,"http://dbpedia.org/property/revenues"
4,"http://dbpedia.org/property/swath"
5,"http://dbpedia.org/property/p4bstop"
3,"http://dbpedia.org/property/salvadoran"
1,"http://dbpedia.org/property/dateFormats"
1,"http://dbpedia.org/property/t10d"
1,"http://dbpedia.org/property/amountSocialProperties"
1,"http://dbpedia.org/property/landborders"
1,"http://dbpedia.org/property/playstationLifestyle"
2,"http://dbpedia.org/property/eb"
1103,"http://dbpedia.org/property/febPrecipMm"
303,"http://dbpedia.org/property/subsequent"
2,"http://dbpedia.org/property/conf3Champ"
2740,"http://dbpedia.org/property/totalType"
1,"http://dbpedia.org/property/minimimcurve"
1,"http://dbpedia.org/property/feederSchool"
1,"http://dbpedia.org/property/type10var"
13,"http://dbpedia.org/property/iptvServ"
2,"http://dbpedia.org/property/fundingPerStudent"
2,"http://dbpedia.org/property/funicularsTitol"
1,"http://dbpedia.org/property/nonprofit"
2,"http://dbpedia.org/property/vernacular"
1,"http://dbpedia.org/property/pillar"
3,"http://dbpedia.org/property/imageCoatCaption"
16,"http://dbpedia.org/property/plane1Name"
2,"http://dbpedia.org/property/captiona"
1,"http://dbpedia.org/property/lonm"
48,"http://dbpedia.org/property/racksystem"
29,"http://dbpedia.org/property/medianhouseholdincome"
905,"http://dbpedia.org/property/honours"
3,"http://dbpedia.org/property/nonDegree"
6,"http://dbpedia.org/property/lastName"
1,"http://dbpedia.org/property/generalDirector"
9,"http://dbpedia.org/property/champwcms"
12639,"http://dbpedia.org/ontology/slogan"
2,"http://dbpedia.org/property/computers"
47,"http://dbpedia.org/property/womensRanking"
13,"http://dbpedia.org/property/ffa"
285,"http://dbpedia.org/ontology/committee"
5,"http://dbpedia.org/property/runBy"
1,"http://dbpedia.org/property/hdiIndex"
1,"http://dbpedia.org/property/_percent_3Cgallery_percent_3E_percent_3C/gallery_percent_3EName"
12,"http://dbpedia.org/property/milee"
17,"http://dbpedia.org/property/manTeams"
27,"http://dbpedia.org/property/scheduledMi"
1249,"http://dbpedia.org/property/visitor"
40,"http://dbpedia.org/property/liftKg"
2,"http://dbpedia.org/property/alma_percent_2Bmater"
6,"http://dbpedia.org/property/m_percent_C3_percent_BCndungLatNs"
12,"http://dbpedia.org/property/_2ndregionalName"
1,"http://dbpedia.org/property/averageActScores_percent_282006_percent_29"
6,"http://dbpedia.org/property/outputrms"
1,"http://dbpedia.org/property/numYears"
38,"http://dbpedia.org/property/imageSymbol"
1,"http://dbpedia.org/property/r2t3d"
1,"http://dbpedia.org/property/recognizedAs"
4,"http://dbpedia.org/property/minorReverseProduct_percent_28s_percent_29"
2,"http://dbpedia.org/property/city15Div"
2,"http://dbpedia.org/property/coCurricular"
1,"http://dbpedia.org/property/taglineb"
7,"http://dbpedia.org/property/carriageway4Type"
7,"http://dbpedia.org/property/bestAvgHitter"
1,"http://dbpedia.org/property/week2017Color"
3,"http://dbpedia.org/property/augPrecipIn"
1,"http://dbpedia.org/property/majorCompetitions"
20,"http://dbpedia.org/property/augChill"
10,"http://dbpedia.org/property/travelguide"
1,"http://dbpedia.org/property/carrier_percent_28s_percent_29"
3,"http://dbpedia.org/property/disease"
1,"http://dbpedia.org/property/numberOfVerses_percent_28aya_percent_29"
1,"http://dbpedia.org/property/grandTotalFuelCapacity"
13,"http://dbpedia.org/property/child6Agency"
43,"http://dbpedia.org/property/natureOfRarity"
89,"http://dbpedia.org/property/streetname"
32,"http://dbpedia.org/property/stage2name"
1,"http://dbpedia.org/property/fourthSeries"
8,"http://dbpedia.org/property/helm"
24,"http://dbpedia.org/property/naacpimageawards"
2,"http://dbpedia.org/property/datbase"
29,"http://dbpedia.org/property/_4v3a"
13970,"http://dbpedia.org/property/plz"
1,"http://dbpedia.org/property/berndTag_percent_C2_percent_B0c"
2,"http://dbpedia.org/property/currentBooksPublished"
1,"http://dbpedia.org/property/fedexCupPoints"
1332,"http://dbpedia.org/property/marHi_percent_C2_percent_B0c"
1,"http://dbpedia.org/property/fakeChildren"
1,"http://dbpedia.org/property/widthFeet"
79,"http://dbpedia.org/property/neighborhoodnumber"
6,"http://dbpedia.org/property/ic"
21,"http://dbpedia.org/property/lastCause"
2,"http://dbpedia.org/property/studentsOfColor"
774,"http://dbpedia.org/property/aft"
453,"http://dbpedia.org/property/orientation"
2,"http://dbpedia.org/property/addpubcat_percent_23"
1,"http://dbpedia.org/property/distribuce"
71,"http://dbpedia.org/property/totDeaths"
1887,"http://dbpedia.org/ontology/company"
2,"http://dbpedia.org/property/finalscore"
78,"http://dbpedia.org/property/enda"
4,"http://dbpedia.org/property/greatGreatNieces"
33,"http://dbpedia.org/property/lowestName"
1,"http://dbpedia.org/property/comarca"
1,"http://dbpedia.org/property/rake_percent_28casterAngle_percent_29"
589,"http://dbpedia.org/property/prodCode"
1,"http://dbpedia.org/property/provincialpoints"
3650,"http://dbpedia.org/property/downloaded"
29,"http://dbpedia.org/property/passDay"
1,"http://dbpedia.org/property/mgN"
1,"http://dbpedia.org/property/subdivTitle"
2,"http://dbpedia.org/property/distrito"
2,"http://dbpedia.org/property/legalNl"
2,"http://dbpedia.org/property/prManager"
127,"http://dbpedia.org/property/placedeath"
352,"http://dbpedia.org/property/styles"
4,"http://dbpedia.org/property/screenName"
1,"http://dbpedia.org/property/livesResidence"
6,"http://dbpedia.org/property/girlfriend"
74,"http://dbpedia.org/property/alttitle"
1,"http://dbpedia.org/property/note11NudgeLeft"
11,"http://dbpedia.org/property/away10no"
5,"http://dbpedia.org/property/fullMembers"
2,"http://dbpedia.org/property/editorialPageEditor"
8446,"http://dbpedia.org/property/erp"
2,"http://dbpedia.org/property/leadSinger"
1,"http://dbpedia.org/property/registeredUsers"
1,"http://dbpedia.org/property/ebuzz"
1,"http://dbpedia.org/property/filmography"
361,"http://dbpedia.org/property/periapsis"
12,"http://dbpedia.org/property/age014Years"
16,"http://dbpedia.org/property/herausgeber"
110,"http://dbpedia.org/property/sectors"
25,"http://dbpedia.org/property/award6n"
10,"http://dbpedia.org/property/largest"
11,"http://dbpedia.org/property/pr_percent_C3_percent_A9sident"
781,"http://dbpedia.org/property/representative"
1,"http://dbpedia.org/property/rbo"
1,"http://dbpedia.org/property/macSpeedMore"
1,"http://dbpedia.org/property/indianPrincess"
20,"http://dbpedia.org/property/musicalStyle"
1,"http://dbpedia.org/property/gonchiePsiDirector"
3,"http://dbpedia.org/property/alpha"
59,"http://dbpedia.org/property/undock"
1,"http://dbpedia.org/property/_150pxCaption"
97,"http://dbpedia.org/property/lastodiaway"
664,"http://dbpedia.org/property/tpb"
6,"http://dbpedia.org/property/worldcupmedals"
1,"http://dbpedia.org/property/motogpLastSeason"
5,"http://dbpedia.org/property/_1upPc"
2,"http://dbpedia.org/property/nationalDrugControlEnd"
117,"http://dbpedia.org/property/imports"
603,"http://dbpedia.org/property/postalCodes"
1,"http://dbpedia.org/property/headOfBrooksideLowerSchool"
40,"http://dbpedia.org/property/buildingCosts"
3,"http://dbpedia.org/property/week188Color"
9,"http://dbpedia.org/property/studios"
56,"http://dbpedia.org/property/prevMatchupScore"
1,"http://dbpedia.org/property/lat3Sec"
13,"http://dbpedia.org/property/rd1Score27Agg"
1,"http://dbpedia.org/property/englandNationalcaps_percent_28goals_percent_29"
826,"http://dbpedia.org/property/access"
1,"http://dbpedia.org/property/brandLine"
1,"http://dbpedia.org/property/usefulLoadLb"
1,"http://dbpedia.org/property/rd3Team04Goals"
33,"http://dbpedia.org/property/engineDate"
10,"http://dbpedia.org/property/mpcurrent"
1,"http://dbpedia.org/property/kffl"
4,"http://dbpedia.org/property/electrical"
3,"http://dbpedia.org/property/shipWidth"
94,"http://dbpedia.org/property/mechanics"
1,"http://dbpedia.org/property/maraSantosDirector"
6,"http://dbpedia.org/property/resume"
1,"http://dbpedia.org/property/gunusAuthority"
1308,"http://dbpedia.org/property/endDate"
1,"http://dbpedia.org/property/dixiechamps"
183,"http://dbpedia.org/property/memberstate"
715,"http://dbpedia.org/ontology/areaOfCatchment"
176,"http://dbpedia.org/property/hm9Enter"
1,"http://dbpedia.org/property/oct_percent_C2_percent_B0c"
7,"http://dbpedia.org/property/located"
44,"http://dbpedia.org/property/pumpType"
19,"http://dbpedia.org/property/tourneyStart"
1,"http://dbpedia.org/property/ThisAlbum"
1,"http://dbpedia.org/property/siteWeb"
1,"http://dbpedia.org/property/numberclass"
261,"http://dbpedia.org/property/neverExceedSpeedMain"
1,"http://dbpedia.org/property/martinRansohoffIndustry"
1,"http://dbpedia.org/property/lastF.cGame"
37,"http://dbpedia.org/property/flFlag"
1,"http://dbpedia.org/property/lang7Content"
2,"http://dbpedia.org/property/subClassis"
96,"http://dbpedia.org/property/ruClub"
3,"http://dbpedia.org/property/talkTime"
2,"http://dbpedia.org/property/commandSergeantMajor"
66,"http://dbpedia.org/property/postalIndex"
186,"http://dbpedia.org/property/firstReleaseDate"
1,"http://dbpedia.org/property/pocketGamer"
1,"http://dbpedia.org/property/hindi"
14,"http://dbpedia.org/property/week6date"
177,"http://dbpedia.org/property/lighter"
19,"http://dbpedia.org/property/thirdInterval"
1,"http://dbpedia.org/property/managingCompany"
1,"http://dbpedia.org/property/voters"
