"count","c"
69,"http://dbpedia.org/ontology/AmericanFootballLeague"
520538,"http://www.opengis.net/gml/_Feature"
604,"http://dbpedia.org/ontology/MusicFestival"
413404,"http://dbpedia.org/ontology/Place"
1846,"http://dbpedia.org/ontology/Arachnid"
3337,"http://dbpedia.org/ontology/Newspaper"
230,"http://dbpedia.org/ontology/Vein"
1347,"http://dbpedia.org/ontology/TennisPlayer"
48689,"http://xmlns.com/foaf/0.1/Person"
847,"http://dbpedia.org/ontology/Park"
12348,"http://dbpedia.org/ontology/Planet"
64,"http://dbpedia.org/ontology/ClubMoss"
6304,"http://dbpedia.org/ontology/IceHockeyPlayer"
513,"http://dbpedia.org/ontology/Brain"
1,"http://dbpedia.org/ontology/MixedMartialArtsLeague"
8751,"http://dbpedia.org/ontology/Writer"
285,"http://dbpedia.org/ontology/WineRegion"
10748,"http://dbpedia.org/ontology/University"
3,"http://dbpedia.org/ontology/CanadianFootballLeague"
2648,"http://dbpedia.org/ontology/Cyclist"
49184,"http://dbpedia.org/ontology/Film"
11134,"http://dbpedia.org/ontology/Fish"
15957,"http://dbpedia.org/ontology/AutomobileEngine"
1,"http://dbpedia.org/ontology/SoftballLeague"
1118,"http://dbpedia.org/ontology/WorldHeritageSite"
652,"http://dbpedia.org/ontology/Architect"
19285,"http://dbpedia.org/ontology/Politician"
380,"http://dbpedia.org/ontology/Legislature"
1662,"http://dbpedia.org/ontology/FigureSkater"
4094,"http://dbpedia.org/ontology/BritishRoyalty"
96534,"http://dbpedia.org/ontology/Animal"
15502,"http://dbpedia.org/ontology/VideoGame"
711,"http://dbpedia.org/ontology/OlympicResult"
702,"http://dbpedia.org/ontology/Conifer"
5737,"http://dbpedia.org/ontology/Reptile"
1506,"http://dbpedia.org/ontology/Crustacean"
9393,"http://dbpedia.org/ontology/MilitaryUnit"
1136,"http://dbpedia.org/ontology/Game"
3,"http://dbpedia.org/ontology/PoloLeague"
997,"http://dbpedia.org/ontology/Criminal"
1020,"http://dbpedia.org/ontology/SportsLeague"
2457,"http://dbpedia.org/ontology/Airline"
3851,"http://dbpedia.org/ontology/AnatomicalStructure"
8635,"http://dbpedia.org/ontology/FictionalCharacter"
1449,"http://dbpedia.org/ontology/LunarCrater"
1895,"http://dbpedia.org/ontology/ComicsCreator"
2534,"http://dbpedia.org/ontology/EthnicGroup"
