"count","c"
41,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType"
136,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType5"
7,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/Producer"
36,"http://xmlns.com/foaf/0.1/Person"
362,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/Product"
47,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType4"
1089,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/Review"
7,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/Vendor"
2000,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/Offer"
1445,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature"
179,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType6"

