"count","c"
905,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType"
379,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType122"
249,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType123"
621,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType102"
497,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType95"
35,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType151"
154,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/Producer"
103,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType116"
185,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType133"
581,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType76"
215,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType146"
409,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType81"
35,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType150"
231,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType126"
3018,"http://xmlns.com/foaf/0.1/Person"
36030,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/Product"
307,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType110"
405,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType78"
267,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType130"
350,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType73"
254,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType127"
167,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType135"
381,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType104"
185,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType121"
107995,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/Review"
528,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType89"
84,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/Vendor"
103,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType148"
160,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType119"
575,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType68"
502,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType82"
326,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType100"
323,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType111"
405,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType120"
200000,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/Offer"
662,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType86"
861,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType57"
585,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType71"
334,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType59"
150,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType147"
397,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType98"
67,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType141"
461,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType109"
755,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType67"
710,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType75"
391,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType124"
239,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType132"
756,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType62"
298,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType94"
741,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType101"
651,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType66"
478,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType64"
572,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType114"
309,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType105"
430,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType112"
387,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType63"
228,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType136"
147,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType134"
113,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType140"
388,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType107"
353,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType115"
343,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType99"
333,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType93"
590,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType80"
283,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType113"
140,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType144"
200,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType128"
385,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType72"
279,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType84"
23725,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature"
248,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType118"
803,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType65"
69,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType149"
470,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType96"
799,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType88"
700,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType77"
430,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType74"
491,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType92"
118,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType129"
74,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType143"
423,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType87"
529,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType83"
321,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType125"
174,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType117"
332,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType85"
770,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType60"
648,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType90"
