"count","c"
151,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType"
9,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType122"
7,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType123"
17,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType102"
13,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType95"
1,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType151"
22,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/Producer"
3,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType116"
5,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType133"
15,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType76"
6,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType146"
14,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType81"
1,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType150"
6,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType126"
503,"http://xmlns.com/foaf/0.1/Person"
1000,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/Product"
8,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType110"
11,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType78"
7,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType130"
11,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType73"
6,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType127"
4,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType135"
11,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType104"
5,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType121"
10000,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/Review"
14,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType89"
12,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/Vendor"
3,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType148"
4,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType119"
15,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType68"
15,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType82"
9,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType100"
10,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType111"
12,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType120"
20000,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/Offer"
20,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType86"
23,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType57"
16,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType71"
9,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType59"
4,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType147"
11,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType98"
2,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType141"
13,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType109"
22,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType67"
19,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType75"
10,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType124"
6,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType132"
21,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType62"
8,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType94"
20,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType101"
18,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType66"
