"count","c"
34,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType151"
206,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType108"
308,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType75"
325,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType101"
233,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType112"
88,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType140"
250,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType64"
215,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType124"
265,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType82"
285,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType71"
330,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType65"
259,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType89"
325,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType67"
217,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType78"
272,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType76"
300,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType69"
86,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType116"
67,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/Vendor"
227,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType109"
193,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType111"
185,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType85"
203,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType122"
110,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType138"
223,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType74"
315,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType86"
362,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType88"
323,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType77"
261,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType83"
110,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType147"
273,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType68"
190,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType99"
256,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType95"
284,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType102"
341,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType62"
161,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType127"
84,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType148"
91,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType142"
198,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType73"
194,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType100"
22217,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/Review"
364,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType57"
115,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType134"
61,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType149"
128,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType135"
270,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType56"
392,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType"
1112,"http://xmlns.com/foaf/0.1/Person"
263,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType58"
224,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType120"
156,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType118"
150,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType136"
117,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/Producer"
124,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType119"
192,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType93"
294,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType61"
215,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType104"
189,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType59"
255,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType92"
212,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType70"
162,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType130"
185,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType105"
187,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType106"
185,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType94"
136,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType133"
65,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType143"
278,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType114"
218,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType97"
34,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType150"
92,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType129"
151,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType131"
165,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType126"
212,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType63"
187,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType125"
215,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType81"
