count,c
656,http://dbpedia.org/ontology/Musical
1294,http://dbpedia.org/ontology/PrimeMinister
7339,http://dbpedia.org/ontology/AmericanFootballPlayer
7268,http://dbpedia.org/ontology/Airport
77181,http://dbpedia.org/ontology/Animal
203,http://dbpedia.org/ontology/WineRegion
7179,http://dbpedia.org/ontology/Writer
15774,http://dbpedia.org/ontology/Politician
115839,http://dbpedia.org/ontology/Eukaryote
1187,http://dbpedia.org/ontology/Monarch
205,http://dbpedia.org/ontology/Ambassador
31115,http://dbpedia.org/ontology/Film
266,http://dbpedia.org/ontology/WrestlingEvent
1755,http://dbpedia.org/ontology/Governor
13360,http://dbpedia.org/ontology/Stream
341,http://dbpedia.org/ontology/VoiceActor
1078,http://dbpedia.org/ontology/ShoppingMall
283,http://dbpedia.org/ontology/Artery
1755,http://dbpedia.org/ontology/SportsEvent
2702,http://dbpedia.org/ontology/Weapon
5345,http://dbpedia.org/ontology/Station
308376,http://dbpedia.org/ontology/Place
201,http://dbpedia.org/ontology/Muscle
721,http://dbpedia.org/ontology/GrandPrix
1922,http://dbpedia.org/ontology/EthnicGroup
1288,http://dbpedia.org/ontology/Crustacean
5,http://dbpedia.org/ontology/CricketLeague
3656,http://dbpedia.org/ontology/BritishRoyalty
179426,http://dbpedia.org/ontology/Settlement
9322,http://dbpedia.org/ontology/BaseballPlayer
7,http://dbpedia.org/ontology/SpaceShuttle
1750,http://dbpedia.org/ontology/President
3,http://dbpedia.org/ontology/AustralianFootballLeague
10,http://dbpedia.org/ontology/LacrosseLeague
428,http://dbpedia.org/ontology/MusicFestival
4264,http://dbpedia.org/ontology/Cleric
766,http://dbpedia.org/ontology/SportsLeague
5993,http://dbpedia.org/ontology/Amphibian
4943,http://dbpedia.org/ontology/Aircraft
65,http://dbpedia.org/ontology/Sport
23364,http://dbpedia.org/ontology/Company
2940,http://dbpedia.org/ontology/AnatomicalStructure
5198,http://dbpedia.org/ontology/IceHockeyPlayer
50,http://dbpedia.org/ontology/College
4,http://dbpedia.org/ontology/TennisLeague
1678,http://dbpedia.org/ontology/Wrestler
2680,http://dbpedia.org/ontology/Song
2208,http://dbpedia.org/ontology/Cyclist
49,http://dbpedia.org/ontology/AmericanFootballLeague
842,http://dbpedia.org/ontology/Activity
12,http://dbpedia.org/ontology/FieldHockeyLeague
9044,http://dbpedia.org/ontology/SoccerClub
52,http://dbpedia.org/ontology/Olympics
889,http://dbpedia.org/ontology/Hospital
64,http://dbpedia.org/ontology/RugbyLeague
67,http://dbpedia.org/ontology/Chancellor
62,http://dbpedia.org/ontology/Spacecraft
407,http://dbpedia.org/ontology/Brain
63972,http://dbpedia.org/ontology/Artist
1089,http://dbpedia.org/ontology/TennisPlayer
12320,http://dbpedia.org/ontology/Planet
1744,http://dbpedia.org/ontology/ChristianBishop
6733,http://dbpedia.org/ontology/MilitaryConflict
3573,http://dbpedia.org/ontology/Drug
118,http://dbpedia.org/ontology/FilmFestival
262,http://dbpedia.org/ontology/Pope
1130,http://dbpedia.org/ontology/LunarCrater
47,http://dbpedia.org/ontology/HockeyTeam
104,http://dbpedia.org/ontology/IceHockeyLeague
298,http://dbpedia.org/ontology/SkiArea
267,http://dbpedia.org/ontology/Convention
236,http://dbpedia.org/ontology/Currency
168,http://dbpedia.org/ontology/Colour
8683,http://dbpedia.org/ontology/Bird
14110,http://dbpedia.org/ontology/Band
1071,http://dbpedia.org/ontology/MountainRange
773,http://dbpedia.org/ontology/Criminal
47441,http://dbpedia.org/ontology/SoccerPlayer
452,http://dbpedia.org/ontology/Award
601,http://dbpedia.org/ontology/WorldHeritageSite
18088,http://dbpedia.org/ontology/PersonFunction
9130,http://dbpedia.org/ontology/SportsTeam
93607,http://dbpedia.org/ontology/Organisation
1573,http://dbpedia.org/ontology/Magazine
8516,http://dbpedia.org/ontology/Fish
253,http://dbpedia.org/ontology/Nerve
1653,http://dbpedia.org/ontology/Bridge
518,http://dbpedia.org/ontology/Comedian
19987,http://dbpedia.org/ontology/BodyOfWater
14,http://dbpedia.org/ontology/AutoRacingLeague
474,http://dbpedia.org/ontology/MixedMartialArtsEvent
737,http://dbpedia.org/ontology/Lighthouse
6685,http://dbpedia.org/ontology/SoccerManager
17122,http://dbpedia.org/ontology/HistoricPlace
617,http://dbpedia.org/ontology/Conifer
2,http://dbpedia.org/ontology/PoloLeague
6623,http://dbpedia.org/ontology/Lake
279,http://dbpedia.org/ontology/BadmintonPlayer
3,http://dbpedia.org/ontology/HandballLeague
30,http://dbpedia.org/ontology/Valley
24258,http://dbpedia.org/ontology/Town
6901,http://dbpedia.org/ontology/University
1114,http://dbpedia.org/ontology/Journalist
1403,http://dbpedia.org/ontology/Arachnid
3,http://dbpedia.org/ontology/VideogamesLeague
6450,http://dbpedia.org/ontology/Mammal
730,http://dbpedia.org/ontology/Judge
1297,http://dbpedia.org/ontology/SupremeCourtOfTheUnitedStatesCase
1567,http://dbpedia.org/ontology/ComicsCreator
48,http://dbpedia.org/ontology/LaunchPad
21459,http://dbpedia.org/ontology/EducationalInstitution
558,http://dbpedia.org/ontology/OlympicResult
536,http://dbpedia.org/ontology/Architect
445,http://dbpedia.org/ontology/Astronaut
61762,http://dbpedia.org/ontology/Album
2,http://dbpedia.org/ontology/Monument
134,http://dbpedia.org/ontology/Archaea
777,http://dbpedia.org/ontology/Game
1730,http://dbpedia.org/ontology/Saint
5807,http://dbpedia.org/ontology/Fungus
1,http://dbpedia.org/ontology/MixedMartialArtsLeague
13881,http://dbpedia.org/ontology/Device
468,http://dbpedia.org/ontology/MusicGenre
