count,c
6,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType14
14,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType13
12,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType12
2000,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/Offer
14,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType11
16,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType18
14,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType17
12,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType16
10,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType15
1,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/Vendor
200,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/Product
999,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
21,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType
28,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType7
16,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType6
14,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType9
18,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType8
3,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/Producer
50,http://xmlns.com/foaf/0.1/Person
6,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType21
20,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType10
1000,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/Review
