"count","p"
2000,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/deliveryDays"
1000,"http://purl.org/stuff/rev#reviewer"
4,"http://xmlns.com/foaf/0.1/homepage"
2000,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/price"
100,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyTextual3"
53,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyTextual5"
2000,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/offerWebpage"
4174,"http://purl.org/dc/elements/1.1/publisher"
17,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyTextual6"
50,"http://xmlns.com/foaf/0.1/name"
2000,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/vendor"
49,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyTextual4"
2000,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/product"
100,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyNumeric1"
4174,"http://purl.org/dc/elements/1.1/date"
100,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyNumeric2"
1000,"http://purl.org/dc/elements/1.1/title"
1124,"http://www.w3.org/2000/01/rdf-schema#label"
20,"http://www.w3.org/2000/01/rdf-schema#subClassOf"
100,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/producer"
4174,"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"
691,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/rating3"
1000,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/reviewDate"
100,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productFeature"
701,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/rating4"
717,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/rating1"
713,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/rating2"
44,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyNumeric4"
16,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyNumeric6"
2000,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/validFrom"
100,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyTextual1"
2000,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/validTo"
1124,"http://www.w3.org/2000/01/rdf-schema#comment"
100,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyNumeric3"
100,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyTextual2"
53,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyNumeric5"
1000,"http://purl.org/stuff/rev#text"
50,"http://xmlns.com/foaf/0.1/mbox_sha1sum"
54,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/country"
1000,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/reviewFor"

