"count","c"
10,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType15"
18,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType8"
1000,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/Review"
1,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/Vendor"
3,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/Producer"
16,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType18"
12,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType12"
14,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType13"
999,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature"
28,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType7"
21,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType"
14,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType17"
2000,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/Offer"
20,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType10"
6,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType21"
50,"http://xmlns.com/foaf/0.1/Person"
200,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/Product"
14,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType11"
6,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType14"
12,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType16"
14,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType9"
16,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType6"

