count,p
1000,http://purl.org/stuff/rev#text
1224,http://www.w3.org/2000/01/rdf-schema#comment
200,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/producer
691,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/rating3
20,http://www.w3.org/2000/01/rdf-schema#subClassOf
717,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/rating1
54,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/country
2000,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/deliveryDays
200,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyTextual3
4750,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productFeature
106,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyTextual5
4274,http://purl.org/dc/elements/1.1/publisher
88,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyNumeric4
32,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyNumeric6
1000,http://purl.org/dc/elements/1.1/title
50,http://xmlns.com/foaf/0.1/mbox_sha1sum
200,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyNumeric2
1000,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/reviewFor
50,http://xmlns.com/foaf/0.1/name
4,http://xmlns.com/foaf/0.1/homepage
1224,http://www.w3.org/2000/01/rdf-schema#label
701,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/rating4
713,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/rating2
200,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyTextual1
2000,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/product
200,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyTextual2
98,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyTextual4
2000,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/validTo
4474,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
1000,http://purl.org/stuff/rev#reviewer
34,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyTextual6
1000,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/reviewDate
106,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyNumeric5
2000,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/vendor
200,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyNumeric1
2000,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/offerWebpage
200,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyNumeric3
2000,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/validFrom
2000,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/price
4274,http://purl.org/dc/elements/1.1/date
