count,p
4745,http://purl.org/dc/elements/1.1/date
4745,http://purl.org/dc/elements/1.1/publisher
4745,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
4745,http://www.w3.org/2000/01/rdf-schema#comment
4745,http://www.w3.org/2000/01/rdf-schema#label
151,http://purl.org/dc/elements/1.1/date
151,http://purl.org/dc/elements/1.1/publisher
151,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
151,http://www.w3.org/2000/01/rdf-schema#comment
151,http://www.w3.org/2000/01/rdf-schema#label
150,http://www.w3.org/2000/01/rdf-schema#subClassOf
10,http://purl.org/dc/elements/1.1/date
10,http://purl.org/dc/elements/1.1/publisher
50,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
10,http://www.w3.org/2000/01/rdf-schema#comment
10,http://www.w3.org/2000/01/rdf-schema#label
10,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/producer
246,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productFeature
10,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyNumeric1
10,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyNumeric2
10,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyNumeric3
6,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyNumeric4
7,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyNumeric5
10,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyTextual1
10,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyTextual2
10,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyTextual3
6,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyTextual4
7,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyTextual5
211,http://purl.org/dc/elements/1.1/date
211,http://purl.org/dc/elements/1.1/publisher
1055,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
211,http://www.w3.org/2000/01/rdf-schema#comment
211,http://www.w3.org/2000/01/rdf-schema#label
211,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/producer
4434,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productFeature
211,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyNumeric1
211,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyNumeric2
211,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyNumeric3
121,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyNumeric5
211,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyTextual1
